Gene	GDI	GDI-Phred	Gene damage prediction (all disease-causing genes)
PPIC	1495.2395	7.19383	Medium
FAM71E2	1495.28202	7.19499	Medium
CNTN3	1496.00916	7.19616	Medium
ASZ1	1496.44973	7.19732	Medium
GOLGA5	1496.7136	7.19849	Medium
CYB5R1	1497.54316	7.19965	Medium
ZNF891	1497.82864	7.20082	Medium
IFT140	1498.31247	7.20198	Medium
HORMAD1	1498.42733	7.20315	Medium
TMCO3	1499.02081	7.20431	Medium
CEP152	1499.53511	7.20548	Medium
DNAJC11	1499.67492	7.20665	Medium
CCDC40	1499.71528	7.20782	Medium
UNC45B	1501.76084	7.20898	Medium
CARD9	1504.351	7.21015	Medium
CLDN17	1505.00273	7.21132	Medium
PHACTR2	1505.57685	7.21249	Medium
KIF2C	1507.41226	7.21366	Medium
BUD13	1508.32155	7.21483	Medium
PDCD1LG2	1508.33894	7.21599	Medium
WBSCR16	1510.56029	7.21716	Medium
NPR1	1510.90255	7.21833	Medium
PREX2	1511.01196	7.21951	Medium
PRPS1L1	1511.43454	7.22068	Medium
ATAD3A	1511.84536	7.22185	Medium
ZNF839	1511.89021	7.22302	Medium
RP11-89K11.1	1512.5305	7.22419	Medium
SLC6A17	1512.56654	7.22536	Medium
AC006455.1	1512.78445	7.22653	Medium
ERN2	1512.87602	7.22771	Medium
PDPR	1513.23821	7.22888	Medium
PDZRN3	1513.34426	7.23005	Medium
UBXN11	1513.39604	7.23123	Medium
PAMR1	1513.51941	7.23240	Medium
PRIM1	1513.73456	7.23358	Medium
KIAA0226	1513.98123	7.23475	Medium
WDR31	1514.07201	7.23592	Medium
FAM71C	1515.20965	7.23710	Medium
PHACTR4	1515.44842	7.23828	Medium
CASP7	1516.60298	7.23945	Medium
CALML6	1517.43214	7.24063	Medium
B4GALNT4	1517.92316	7.24180	Medium
TGFBR3	1518.25778	7.24298	Medium
C6orf201	1518.5566	7.24416	Medium
IL27	1519.62628	7.24534	Medium
PLA2G4E	1519.70123	7.24651	Medium
NOSTRIN	1520.59946	7.24769	Medium
FGD5	1520.71867	7.24887	Medium
OR4A5	1521.02291	7.25005	Medium
SSR1	1522.7479	7.25123	Medium
MYBPH	1522.90266	7.25241	Medium
MPDZ	1523.83536	7.25359	Medium
P2RX3	1523.99976	7.25477	Medium
DMP1	1525.209	7.25595	Medium
MYBPC1	1525.33329	7.25713	Medium
KIAA1279	1526.45472	7.25831	Medium
DMPK	1526.99605	7.25949	Medium
RASSF7	1527.39187	7.26067	Medium
C10orf118	1528.02413	7.26185	Medium
CLYBL	1528.33408	7.26304	Medium
RP11-503N18.3	1528.7024	7.26422	Medium
ERLIN1	1529.31629	7.26540	Medium
LMF1	1529.60384	7.26658	Medium
TGM3	1529.88306	7.26777	Medium
TMEM17	1530.47581	7.26895	Medium
TYRO3	1530.51507	7.27014	Medium
APOC4	1530.66665	7.27132	Medium
RNF168	1531.33954	7.27250	Medium
PALM3	1531.99318	7.27369	Medium
CCDC9	1532.11774	7.27488	Medium
APOE	1533.87452	7.27606	Medium
AC008443.1	1534.1917	7.27725	Medium
NCAM1	1534.73665	7.27843	Medium
CYP26B1	1534.97353	7.27962	Medium
MRPL4	1535.10751	7.28081	Medium
AC012313.1	1535.52979	7.28199	Medium
EFCAB3	1537.30339	7.28318	Medium
SLC41A3	1540.42882	7.28437	Medium
PNPLA5	1541.98025	7.28556	Medium
AK4	1542.50701	7.28675	Medium
FUT8	1542.85964	7.28794	Medium
PCDHB10	1545.52179	7.28913	Medium
HDGF	1546.08712	7.29032	Medium
TRPT1	1546.19179	7.29151	Medium
SPPL2C	1546.24838	7.29270	Medium
CALHM3	1546.87575	7.29389	Medium
OR5I1	1547.27415	7.29508	Medium
ZXDA	1547.40901	7.29627	Medium
HOXD4	1547.41349	7.29746	Medium
POP1	1547.92913	7.29865	Medium
BMP15	1548.61203	7.29985	Medium
CCSER1	1550.18523	7.30104	Medium
DLL3	1551.90885	7.30223	Medium
ABTB2	1552.92717	7.30342	Medium
OR2T5	1554.59962	7.30462	Medium
OMA1	1554.83717	7.30581	Medium
HERC6	1555.21394	7.30701	Medium
SERPING1	1555.3967	7.30820	Medium
NAT16	1555.43451	7.30940	Medium
PRSS46	1557.00367	7.31059	Medium
ASCL5	1558.34243	7.31179	Medium
ADTRP	1559.12031	7.31298	Medium
OR13D1	1559.31454	7.31418	Medium
SOD3	1559.49109	7.31537	Medium
LRP8	1560.30616	7.31657	Medium
ERVV-2	1560.40535	7.31777	Medium
FFAR4	1561.1598	7.31897	Medium
C2orf91	1561.5661	7.32016	Medium
DACT2	1561.73957	7.32136	Medium
PTPRD	1565.5627	7.32256	Medium
GPR55	1566.19521	7.32376	Medium
CXorf64	1566.89214	7.32496	Medium
TCHH	1567.51565	7.32616	Medium
SPSB2	1567.55258	7.32736	Medium
GABBR1	1567.59549	7.32856	Medium
FSCN3	1567.61429	7.32976	Medium
ESPN	1569.90563	7.33096	Medium
CTD-2162K18.4	1570.16347	7.33216	Medium
TMEM232	1570.25565	7.33336	Medium
ZNF195	1570.95375	7.33456	Medium
TMEM261	1571.11884	7.33577	Medium
SULT1C4	1571.29653	7.33697	Medium
SLC16A6	1571.51714	7.33817	Medium
KIAA1462	1572.86658	7.33938	Medium
RIN2	1572.99065	7.34058	Medium
WDR46	1573.09748	7.34178	Medium
PP2D1	1574.50949	7.34299	Medium
FAM207A	1574.8486	7.34419	Medium
ACTR1B	1574.86665	7.34540	Medium
RPS6KA1	1576.33661	7.34660	Medium
ZNF175	1577.06941	7.34781	Medium
SH2B1	1577.15232	7.34901	Medium
ITGAM	1577.73757	7.35022	Medium
RP1-32I10.10	1578.00857	7.35143	Medium
PHLPP2	1578.91263	7.35263	Medium
POTEJ	1579.22659	7.35384	Medium
CXorf22	1579.51304	7.35505	Medium
ZSWIM2	1579.85177	7.35626	Medium
LOXL3	1582.47535	7.35746	Medium
CMTR2	1582.48573	7.35867	Medium
TTC13	1582.8162	7.35988	Medium
TRIM63	1583.89784	7.36109	Medium
SHISA3	1584.1848	7.36230	Medium
SERPINA7	1584.88807	7.36351	Medium
PPAN	1585.22106	7.36472	Medium
FAM83H	1586.01963	7.36593	Medium
TAS2R31	1586.0821	7.36714	Medium
C6orf57	1586.65326	7.36835	Medium
ACVR1C	1586.75893	7.36956	Medium
USF2	1586.84065	7.37078	Medium
SORL1	1587.28518	7.37199	Medium
SERPINB8	1588.32892	7.37320	Medium
OR4K14	1589.72852	7.37441	Medium
NPW	1589.73494	7.37563	Medium
TOM1	1589.92055	7.37684	Medium
CISD3	1591.44868	7.37806	Medium
AGMAT	1591.54038	7.37927	Medium
FSD2	1591.87667	7.38048	Medium
PRTN3	1592.43538	7.38170	Medium
RASGRP1	1592.55154	7.38291	Medium
RASIP1	1592.61427	7.38413	Medium
RAD23B	1593.76636	7.38535	Medium
ZNF607	1595.14788	7.38656	Medium
IFT80	1595.47681	7.38778	Medium
C18orf64	1595.62472	7.38900	Medium
LRRC6	1596.16179	7.39021	Medium
SPATA21	1596.30935	7.39143	Medium
C2orf50	1596.37834	7.39265	Medium
ARHGEF11	1596.56628	7.39387	Medium
SLC44A1	1596.58474	7.39509	Medium
NIPAL1	1596.75027	7.39631	Medium
GBP1	1596.87131	7.39752	Medium
PRCP	1597.81081	7.39874	Medium
LYST	1598.72637	7.39996	Medium
HAUS6	1600.47359	7.40118	Medium
MCM7	1601.37434	7.40241	Medium
NPFFR1	1602.3358	7.40363	Medium
FGFRL1	1602.42506	7.40485	Medium
TTC7A	1603.71487	7.40607	Medium
IGSF5	1603.80281	7.40729	Medium
ANKRD6	1603.80799	7.40851	Medium
POTEM	1603.8493	7.40974	Medium
ZACN	1604.35347	7.41096	Medium
RPL29	1604.60298	7.41218	Medium
TRIM31	1604.739	7.41341	Medium
RIBC2	1604.9577	7.41463	Medium
EMC1	1605.4443	7.41586	Medium
TYK2	1605.54982	7.41708	Medium
SMPD1	1605.7908	7.41831	Medium
IRF3	1605.94988	7.41953	Medium
SLC38A7	1607.42731	7.42076	Medium
GRM8	1608.26119	7.42199	Medium
BPIFC	1608.4105	7.42321	Medium
CD200	1608.46586	7.42444	Medium
DOT1L	1608.73768	7.42567	Medium
NAV1	1610.37191	7.42689	Medium
ESPL1	1610.44431	7.42812	Medium
PRTG	1611.959	7.42935	Medium
CPN2	1612.26961	7.43058	Medium
AC022210.1	1612.34308	7.43181	Medium
AHRR	1613.48158	7.43304	Medium
NCLN	1613.74845	7.43427	Medium
HLA-G	1614.20809	7.43550	Medium
LCE2B	1614.95917	7.43673	Medium
ZBED3	1615.06582	7.43796	Medium
CCDC79	1617.34475	7.43919	Medium
CTNNBL1	1617.71639	7.44042	Medium
MTRNR2L5	1618.50988	7.44165	Medium
SETX	1619.58256	7.44289	Medium
C22orf43	1620.18356	7.44412	Medium
PRSS16	1620.43255	7.44535	Medium
CRELD2	1620.87519	7.44658	Medium
PRSS45	1621.56642	7.44782	Medium
KLHDC4	1623.0511	7.44905	Medium
TAS2R38	1623.12511	7.45029	Medium
DDX54	1623.89906	7.45152	Medium
MS4A6E	1624.73138	7.45276	Medium
KCNJ9	1625.2607	7.45399	Medium
SECISBP2L	1626.14312	7.45523	Medium
UNC13A	1626.22937	7.45646	Medium
PIP4K2A	1626.97809	7.45770	Medium
UGT2A2	1627.54392	7.45894	Medium
INPP5A	1627.83313	7.46017	Medium
FANCE	1627.89945	7.46141	Medium
UPK1A	1629.30742	7.46265	Medium
HNRNPA1L2	1629.3303	7.46389	Medium
PCDHB3	1630.0502	7.46513	Medium
CNGA1	1631.06539	7.46636	Medium
MDP1	1631.17778	7.46760	Medium
AC091150.1	1631.49769	7.46884	Medium
KRTAP5-6	1632.09312	7.47008	Medium
EMR3	1633.55168	7.47132	Medium
RBAK-RBAKDN	1634.64779	7.47256	Medium
TBCK	1635.40912	7.47380	Medium
SMAP1	1636.02834	7.47505	Medium
FAM136A	1636.32361	7.47629	Medium
EXD3	1636.4035	7.47753	Medium
KMT2B	1636.68668	7.47877	Medium
DNAJC30	1636.86057	7.48002	Medium
FAM185A	1636.94804	7.48126	Medium
TMEM70	1637.24592	7.48250	Medium
ABCC4	1639.72468	7.48375	Medium
GPR110	1639.93921	7.48499	Medium
TPPP2	1640.17896	7.48623	Medium
PEG3	1640.78919	7.48748	Medium
CEP85	1642.88347	7.48872	Medium
OLFML1	1643.14245	7.48997	Medium
DDHD2	1643.59444	7.49122	Medium
RAB40AL	1643.8774	7.49246	Medium
FAAH	1643.89831	7.49371	Medium
GJA4	1645.66054	7.49496	Medium
RFTN1	1645.69151	7.49620	Medium
KCNMB1	1645.74354	7.49745	Medium
TRANK1	1646.02843	7.49870	Medium
SLC25A19	1647.41747	7.49995	Medium
AC016757.3	1648.54053	7.50120	Medium
SELE	1648.8509	7.50245	Medium
FAM83G	1649.03079	7.50370	Medium
MKKS	1649.27798	7.50495	Medium
OXTR	1649.79782	7.50620	Medium
GNB1L	1650.07221	7.50745	Medium
CDH15	1650.24792	7.50870	Medium
ADAMTS9	1650.36492	7.50995	Medium
C10orf62	1650.61509	7.51120	Medium
ADAM33	1650.79695	7.51245	Medium
IRX5	1652.69996	7.51371	Medium
UPF3A	1652.92329	7.51496	Medium
CCNH	1653.808	7.51621	Medium
HSDL1	1653.96914	7.51747	Medium
TRPM1	1654.25141	7.51872	Medium
MLIP	1655.11076	7.51997	Medium
OGFOD3	1655.19196	7.52123	Medium
WDR63	1656.32192	7.52248	Medium
KIF17	1656.47509	7.52374	Medium
CHD8	1658.00577	7.52499	Medium
OCEL1	1659.64521	7.52625	Medium
ZFPM1	1660.90603	7.52751	Medium
ZFAND4	1663.09591	7.52876	Medium
CCDC19	1664.19623	7.53002	Medium
ZNF432	1664.5459	7.53128	Medium
NBPF3	1664.61558	7.53254	Medium
MST1	1665.2271	7.53379	Medium
TIPIN	1665.32698	7.53505	Medium
C8orf34	1665.9654	7.53631	Medium
IL37	1666.56749	7.53757	Medium
AC018512.1	1668.70218	7.53883	Medium
ZNF473	1668.74611	7.54009	Medium
FSTL5	1669.41879	7.54135	Medium
LINGO4	1669.58145	7.54261	Medium
AR	1670.25439	7.54387	Medium
TSPYL6	1670.83375	7.54514	Medium
OR52A1	1671.29873	7.54640	Medium
CLEC19A	1672.58531	7.54766	Medium
FNDC7	1673.11244	7.54892	Medium
CD200R1L	1673.4278	7.55019	Medium
GTF2E1	1675.73581	7.55145	Medium
ASIC2	1677.07222	7.55271	Medium
OR6C4	1677.89767	7.55398	Medium
C16orf95	1680.25293	7.55524	Medium
FAM160A2	1681.56018	7.55651	Medium
NOL10	1681.61121	7.55777	Medium
OR6N1	1681.62077	7.55904	Medium
PUS7L	1681.76546	7.56030	Medium
NUPL1	1683.34119	7.56157	Medium
PSTPIP2	1683.83562	7.56284	Medium
SDR42E2	1684.16831	7.56410	Medium
ATXN1L	1685.42189	7.56537	Medium
GRTP1	1686.15264	7.56664	Medium
FAM46B	1686.27108	7.56791	Medium
C4orf21	1686.29809	7.56918	Medium
SIGLEC11	1686.30736	7.57044	Medium
FAM107A	1686.63762	7.57171	Medium
TGS1	1687.19895	7.57298	Medium
WWTR1	1687.61303	7.57425	Medium
MTMR2	1688.18554	7.57552	Medium
OR7D4	1688.91918	7.57679	Medium
ARHGEF40	1688.98262	7.57807	Medium
NKAIN3	1689.46651	7.57934	Medium
NLRP2	1690.10482	7.58061	Medium
NUDT6	1690.80174	7.58188	Medium
DYNC2LI1	1692.77547	7.58315	Medium
WDR60	1693.42646	7.58443	Medium
FCGR2B	1693.68129	7.58570	Medium
MYLK3	1693.81387	7.58697	Medium
FOXQ1	1694.04107	7.58825	Medium
ODAM	1694.26448	7.58952	Medium
IFT88	1694.62273	7.59080	Medium
SCN10A	1695.64989	7.59207	Medium
FAM221B	1696.25859	7.59335	Medium
GFPT2	1696.47592	7.59462	Medium
RAET1L	1696.76749	7.59590	Medium
DUSP16	1698.00555	7.59718	Medium
MYZAP	1698.56598	7.59846	Medium
SLC9B2	1699.25294	7.59973	Medium
PSMB4	1699.46831	7.60101	Medium
HMHA1	1699.51637	7.60229	Medium
PROK1	1701.02209	7.60357	Medium
SOWAHA	1701.6621	7.60485	Medium
RP9	1702.05652	7.60613	Medium
CCER2	1702.25498	7.60741	Medium
POLR1A	1702.42047	7.60869	Medium
CCDC154	1702.60076	7.60997	Medium
AL645922.1	1702.65842	7.61125	Medium
CEP57	1703.25045	7.61253	Medium
SCAF11	1703.46208	7.61381	Medium
CGB2	1703.49158	7.61509	Medium
BST1	1705.28413	7.61637	Medium
CTAGE15	1705.37206	7.61766	Medium
ZMIZ2	1705.86311	7.61894	Medium
ANKRD60	1707.98349	7.62022	Medium
PSMB9	1708.23884	7.62151	Medium
SCARA5	1708.42502	7.62279	Medium
REV3L	1709.50934	7.62408	Medium
MYCT1	1709.96613	7.62536	Medium
TRIM15	1710.45509	7.62665	Medium
FOXC1	1711.71278	7.62793	Medium
RP11-1407O15.2	1712.64787	7.62922	Medium
CINP	1713.33084	7.63051	Medium
GALNS	1713.43108	7.63179	Medium
ACADS	1714.58162	7.63308	Medium
MLH1	1715.16552	7.63437	Medium
TNKS1BP1	1715.46291	7.63566	Medium
NANS	1715.96875	7.63695	Medium
MZT2A	1716.53786	7.63823	Medium
WRAP53	1717.02593	7.63952	Medium
ITGA10	1717.62595	7.64081	Medium
BCHE	1717.79021	7.64210	Medium
IBTK	1718.28989	7.64339	Medium
AP000679.2	1719.00953	7.64468	Medium
LYRM2	1719.30322	7.64598	Medium
PSMB8	1719.52867	7.64727	Medium
HYAL2	1720.68028	7.64856	Medium
RBM33	1720.69538	7.64985	Medium
OR1N1	1720.71703	7.65114	Medium
USP53	1721.24468	7.65244	Medium
GOLGA8H	1721.62757	7.65373	Medium
PXT1	1721.89347	7.65502	Medium
PCSK6	1722.43766	7.65632	Medium
CERKL	1722.63428	7.65761	Medium
B3GNT7	1722.7167	7.65891	Medium
TLN1	1723.9194	7.66020	Medium
OR5A2	1723.98697	7.66150	Medium
C4orf6	1724.55535	7.66280	Medium
VPS53	1725.34458	7.66409	Medium
ARMC4	1726.12768	7.66539	Medium
MYO1G	1726.64144	7.66669	Medium
NMNAT2	1726.91284	7.66799	Medium
FPR1	1727.75864	7.66928	Medium
C1R	1727.97053	7.67058	Medium
MPV17L2	1728.0677	7.67188	Medium
WDR65	1728.63216	7.67318	Medium
SIPA1L3	1728.944	7.67448	Medium
RSC1A1	1729.18109	7.67578	Medium
NPAT	1730.99718	7.67708	Medium
ST7L	1731.11998	7.67838	Medium
ZNF641	1731.94482	7.67968	Medium
ART4	1732.36072	7.68098	Medium
ADAM15	1734.09415	7.68229	Medium
KRT28	1734.99101	7.68359	Medium
MRPL23	1735.57978	7.68489	Medium
GEN1	1735.74111	7.68619	Medium
P2RY2	1735.9734	7.68750	Medium
C2CD4B	1735.99911	7.68880	Medium
ZNF532	1736.5006	7.69011	Medium
MUTYH	1736.8913	7.69141	Medium
ZNF704	1737.81342	7.69272	Medium
LRRC61	1738.13671	7.69402	Medium
TPSG1	1738.17028	7.69533	Medium
C5orf38	1738.75342	7.69663	Medium
MCMDC2	1739.20281	7.69794	Medium
ANO2	1740.1693	7.69925	Medium
KIAA0319	1740.34304	7.70056	Medium
BTN3A2	1740.69093	7.70186	Medium
PRSS55	1741.38701	7.70317	Medium
OR10V1	1741.67257	7.70448	Medium
KIAA1239	1742.11398	7.70579	Medium
ZNF92	1743.34182	7.70710	Medium
ZNF568	1744.11207	7.70841	Medium
NUDCD3	1744.96605	7.70972	Medium
KRTAP4-9	1745.942	7.71103	Medium
RPAP1	1746.73127	7.71234	Medium
SIGLEC5	1747.05185	7.71365	Medium
LIFR	1747.13043	7.71496	Medium
PRED58	1747.23348	7.71628	Medium
TSPYL5	1747.5541	7.71759	Medium
TRAPPC10	1748.14819	7.71890	Medium
VWA3B	1748.74917	7.72022	Medium
NDC80	1749.20507	7.72153	Medium
SYCE1	1749.70499	7.72284	Medium
CHD1	1749.76488	7.72416	Medium
OR6C3	1751.17995	7.72547	Medium
SMCO1	1753.05727	7.72679	Medium
PODN	1753.94189	7.72811	Medium
GALM	1754.52673	7.72942	Medium
CPNE7	1754.91457	7.73074	Medium
BLZF1	1756.24457	7.73205	Medium
AL596220.1	1756.35772	7.73337	Medium
CETN3	1757.48004	7.73469	Medium
GPR126	1757.73649	7.73601	Medium
UBA6	1758.06312	7.73733	Medium
GMNN	1758.98161	7.73865	Medium
GIGYF1	1759.42516	7.73997	Medium
FAM131B	1759.67089	7.74129	Medium
KIAA0226L	1760.15857	7.74261	Medium
DYSF	1760.18248	7.74393	Medium
SIDT1	1760.28141	7.74525	Medium
BATF3	1760.70624	7.74657	Medium
SENP6	1761.80947	7.74789	Medium
TJP1	1761.96515	7.74921	Medium
USP16	1762.28662	7.75054	Medium
CHD9	1762.91651	7.75186	Medium
PTPN12	1762.97619	7.75318	Medium
SDR42E1	1763.37539	7.75451	Medium
SPATA6L	1763.48282	7.75583	Medium
MYH9	1763.68591	7.75715	Medium
MCM10	1763.81603	7.75848	Medium
ARHGEF4	1764.34786	7.75981	Medium
CHSY1	1764.58025	7.76113	Medium
CSPP1	1764.62174	7.76246	Medium
CCDC41	1765.41531	7.76378	Medium
CALU	1766.02314	7.76511	Medium
GIPR	1766.09386	7.76644	Medium
GDPGP1	1766.17882	7.76777	Medium
GOLGA8K	1766.81182	7.76910	Medium
CLN3	1769.25898	7.77042	Medium
VPS54	1770.06397	7.77175	Medium
ANKRD27	1770.79593	7.77308	Medium
HSPBAP1	1771.10273	7.77441	Medium
ETNPPL	1772.05008	7.77574	Medium
PPAP2C	1772.45047	7.77707	Medium
NPR3	1772.52944	7.77840	Medium
C17orf107	1773.93126	7.77974	Medium
XRCC1	1775.56341	7.78107	Medium
LCE1E	1775.75049	7.78240	Medium
COA7	1776.73562	7.78373	Medium
ALDH5A1	1777.9694	7.78507	Medium
VKORC1L1	1778.18585	7.78640	Medium
ETV3L	1778.4488	7.78773	Medium
CSGALNACT2	1778.77208	7.78907	Medium
LEPRE1	1781.47615	7.79040	Medium
STRA6	1781.65066	7.79174	Medium
ERVMER34-1	1781.76914	7.79307	Medium
ZNF598	1782.44951	7.79441	Medium
PRDM14	1782.52817	7.79575	Medium
HLA-F	1783.18039	7.79708	Medium
IER5L	1784.49436	7.79842	Medium
GSTT2	1784.90752	7.79976	Medium
FDXR	1785.73974	7.80110	Medium
BMP2K	1787.12697	7.80244	Medium
SLC4A4	1787.71075	7.80377	Medium
FANCA	1788.01434	7.80511	Medium
ZNF33A	1788.26704	7.80645	Medium
UNC13D	1789.38484	7.80779	Medium
CLDN5	1789.94394	7.80913	Medium
EFCAB8	1790.38994	7.81048	Medium
AP001055.1	1790.5843	7.81182	Medium
POLR1E	1791.85043	7.81316	Medium
PRSS38	1792.01767	7.81450	Medium
TRIM16L	1793.27214	7.81584	Medium
SLC22A18	1793.90512	7.81719	Medium
NBPF10	1794.31538	7.81853	Medium
GALP	1796.64496	7.81987	Medium
PSMB1	1798.99636	7.82122	Medium
ALPL	1799.01779	7.82256	Medium
MUC21	1799.23935	7.82391	Medium
DGKH	1799.65958	7.82525	Medium
HES4	1800.58057	7.82660	Medium
ADAMTS7	1800.79348	7.82795	Medium
SCARF1	1801.80436	7.82929	Medium
AC002472.13	1802.11992	7.83064	Medium
ZNF112	1802.24452	7.83199	Medium
HTR3D	1802.49556	7.83334	Medium
PIWIL4	1802.50922	7.83469	Medium
CCDC61	1802.87858	7.83603	Medium
SDCCAG3	1803.84196	7.83738	Medium
CDPF1	1804.13948	7.83873	Medium
RIMBP3	1804.88297	7.84008	Medium
OR10Z1	1805.03731	7.84143	Medium
RP11-830F9.6	1805.30551	7.84279	Medium
C19orf10	1806.53128	7.84414	Medium
CUL4A	1807.63636	7.84549	Medium
PHF21A	1807.75543	7.84684	Medium
ELMO3	1809.19268	7.84819	Medium
ASMT	1809.77389	7.84955	Medium
SPATS2L	1810.92534	7.85090	Medium
FAM179B	1813.22409	7.85225	Medium
GJB4	1814.33582	7.85361	Medium
RNF149	1814.81969	7.85496	Medium
PKD2	1814.9201	7.85632	Medium
INSRR	1815.11428	7.85768	Medium
DENND4C	1816.18274	7.85903	Medium
DENND3	1817.59938	7.86039	Medium
PABPC1L	1817.63152	7.86174	Medium
ZNF93	1817.75574	7.86310	Medium
CD86	1818.59328	7.86446	Medium
SSH2	1818.77446	7.86582	Medium
ITGB5	1818.89628	7.86718	Medium
NMS	1820.09065	7.86854	Medium
PPP1R17	1820.69582	7.86990	Medium
MRPL40	1821.1164	7.87126	Medium
KIAA0408	1821.15649	7.87262	Medium
PPP2R5C	1821.40468	7.87398	Medium
EXOC3L1	1822.68883	7.87534	Medium
OR14I1	1822.92534	7.87670	Medium
AC069547.2	1823.14986	7.87806	Medium
SPCS1	1823.69522	7.87942	Medium
MYH14	1826.33006	7.88079	Medium
ZNF497	1826.97382	7.88215	Medium
GART	1828.99248	7.88351	Medium
OR5H15	1829.2528	7.88488	Medium
CTD-2116N17.1	1831.67202	7.88624	Medium
PPFIBP2	1831.97955	7.88761	Medium
STK4	1832.7524	7.88897	Medium
MPEG1	1833.11332	7.89034	Medium
KXD1	1833.56504	7.89171	Medium
PEMT	1834.19835	7.89307	Medium
AARD	1834.49894	7.89444	Medium
CRTC2	1834.62554	7.89581	Medium
OR10J1	1835.21965	7.89718	Medium
FAM86B2	1835.46297	7.89854	Medium
CDCA2	1835.56655	7.89991	Medium
ZP4	1836.4131	7.90128	Medium
DCLRE1B	1836.53589	7.90265	Medium
P2RX4	1838.0499	7.90402	Medium
YIPF1	1838.13378	7.90539	Medium
LIPF	1838.90283	7.90676	Medium
SEC16A	1838.95143	7.90814	Medium
MTERFD2	1839.62341	7.90951	Medium
OR5W2	1839.65934	7.91088	Medium
ZNF99	1840.35634	7.91225	Medium
MYO5A	1840.50511	7.91363	Medium
GAA	1841.49194	7.91500	Medium
HOXD1	1842.48447	7.91637	Medium
AC008267.1	1843.41692	7.91775	Medium
CTU1	1843.58117	7.91912	Medium
AMPD2	1844.00657	7.92050	Medium
VILL	1844.77155	7.92187	Medium
LSS	1845.09003	7.92325	Medium
ARHGAP25	1845.81859	7.92463	Medium
TBX1	1845.84011	7.92600	Medium
CLDN6	1846.15663	7.92738	Medium
ACAT1	1846.33331	7.92876	Medium
SRPX	1848.85909	7.93014	Medium
FBXO36	1851.54095	7.93152	Medium
BRINP2	1852.05387	7.93290	Medium
SPINK2	1852.51989	7.93428	Medium
ZUFSP	1853.17908	7.93566	Medium
AC079354.1	1853.24493	7.93704	Medium
C15orf39	1855.04575	7.93842	Medium
KCNK4	1855.22636	7.93980	Medium
NDUFAF1	1855.29644	7.94118	Medium
PRRC2B	1856.75011	7.94257	Medium
TCF20	1856.84901	7.94395	Medium
AC079210.1	1858.63793	7.94533	Medium
CYB5R2	1858.85138	7.94672	Medium
AMTN	1860.05162	7.94810	Medium
FCRLB	1860.22338	7.94948	Medium
ZNF446	1861.06516	7.95087	Medium
STK40	1863.13145	7.95225	Medium
BHMT	1865.32323	7.95364	Medium
FAM210B	1868.32668	7.95503	Medium
HIF3A	1871.98223	7.95641	Medium
OR8J1	1872.29205	7.95780	Medium
DDX59	1872.45459	7.95919	Medium
PCDHGA4	1872.58361	7.96058	Medium
BBS9	1873.24703	7.96197	Medium
ZSCAN29	1875.40853	7.96335	Medium
CPM	1875.42019	7.96474	Medium
PIK3CG	1875.79638	7.96613	Medium
LRRC24	1876.3752	7.96752	Medium
AL136376.1	1876.72658	7.96892	Medium
PSAPL1	1876.7913	7.97031	Medium
MMRN2	1879.00646	7.97170	Medium
UBAC1	1879.00737	7.97309	Medium
PCDHGB2	1879.44566	7.97448	Medium
FAM175A	1881.46106	7.97588	Medium
CCDC15	1881.71893	7.97727	Medium
WDR3	1882.12176	7.97866	Medium
TMC3	1882.26477	7.98006	Medium
GALNT4	1883.07913	7.98145	Medium
TCEB2	1883.70911	7.98285	Medium
CDHR5	1884.8054	7.98424	Medium
TRPV6	1884.91912	7.98564	Medium
TTC16	1886.6115	7.98704	Medium
ZNF788	1886.91698	7.98843	Medium
DLG1	1887.1995	7.98983	Medium
FAM73B	1887.73278	7.99123	Medium
TCHP	1889.18206	7.99263	Medium
CCDC91	1889.87639	7.99403	Medium
EBLN2	1890.42342	7.99543	Medium
AXIN2	1890.70172	7.99683	Medium
DCAF4	1892.30771	7.99823	Medium
H1FNT	1893.16801	7.99963	Medium
SLC24A1	1893.71303	8.00103	Medium
STK32C	1893.96573	8.00243	Medium
RRP7A	1895.05295	8.00383	Medium
NFATC1	1895.12903	8.00523	Medium
DCDC2	1895.65757	8.00664	Medium
PSG9	1896.34765	8.00804	Medium
PIDD	1897.35235	8.00945	Medium
TAMM41	1897.35826	8.01085	Medium
PDE3A	1899.16799	8.01225	Medium
FERD3L	1899.17663	8.01366	Medium
ZFPM2	1899.90602	8.01507	Medium
HPS5	1900.67032	8.01647	Medium
NEDD4	1901.14136	8.01788	Medium
TRIM65	1901.4146	8.01929	Medium
KCTD3	1901.50476	8.02069	Medium
IQCF6	1901.78976	8.02210	Medium
OXSR1	1902.58992	8.02351	Medium
OR51B4	1903.2026	8.02492	Medium
GPIHBP1	1903.93816	8.02633	Medium
MPDU1	1904.15514	8.02774	Medium
DZIP1	1904.19832	8.02915	Medium
ARRDC2	1904.40788	8.03056	Medium
CABLES1	1905.02643	8.03197	Medium
SYT6	1905.13279	8.03338	Medium
EFCAB12	1905.18922	8.03479	Medium
PNP	1906.33719	8.03621	Medium
AFTPH	1906.79944	8.03762	Medium
HSPA1A	1907.06868	8.03903	Medium
CYP4V2	1907.56403	8.04045	Medium
FAM217A	1907.6107	8.04186	Medium
BLMH	1907.62332	8.04328	Medium
